top_left,top_right,bottom_left,shape,colour
puzzle_754_tl,puzzle_754_tr,puzzle_754_bl,right_triangle,green
puzzle_755_tl,puzzle_755_tr,puzzle_755_bl,triangle,green
puzzle_756_tl,puzzle_756_tr,puzzle_756_bl,trapeze,red
puzzle_757_tl,puzzle_757_tr,puzzle_757_bl,triangle,red
puzzle_758_tl,puzzle_758_tr,puzzle_758_bl,right_triangle,blue
puzzle_759_tl,puzzle_759_tr,puzzle_759_bl,triangle,red
puzzle_760_tl,puzzle_760_tr,puzzle_760_bl,triangle,blue
puzzle_761_tl,puzzle_761_tr,puzzle_761_bl,kite,red
puzzle_762_tl,puzzle_762_tr,puzzle_762_bl,right_triangle,blue
puzzle_763_tl,puzzle_763_tr,puzzle_763_bl,kite,yellow
puzzle_764_tl,puzzle_764_tr,puzzle_764_bl,circle,red
puzzle_765_tl,puzzle_765_tr,puzzle_765_bl,hexagon,green
puzzle_766_tl,puzzle_766_tr,puzzle_766_bl,square,yellow
puzzle_767_tl,puzzle_767_tr,puzzle_767_bl,trapeze,red
puzzle_768_tl,puzzle_768_tr,puzzle_768_bl,rhombus,green
puzzle_769_tl,puzzle_769_tr,puzzle_769_bl,rhombus,green
puzzle_770_tl,puzzle_770_tr,puzzle_770_bl,pentagon,green
puzzle_771_tl,puzzle_771_tr,puzzle_771_bl,hexagon,green
puzzle_772_tl,puzzle_772_tr,puzzle_772_bl,circle,blue
puzzle_773_tl,puzzle_773_tr,puzzle_773_bl,triangle,yellow
puzzle_774_tl,puzzle_774_tr,puzzle_774_bl,pentagon,green
puzzle_775_tl,puzzle_775_tr,puzzle_775_bl,trapeze,blue
puzzle_776_tl,puzzle_776_tr,puzzle_776_bl,circle,yellow
puzzle_777_tl,puzzle_777_tr,puzzle_777_bl,kite,red
puzzle_778_tl,puzzle_778_tr,puzzle_778_bl,trapeze,yellow
puzzle_779_tl,puzzle_779_tr,puzzle_779_bl,circle,blue
puzzle_780_tl,puzzle_780_tr,puzzle_780_bl,square,green
puzzle_781_tl,puzzle_781_tr,puzzle_781_bl,triangle,yellow
puzzle_782_tl,puzzle_782_tr,puzzle_782_bl,hexagon,yellow
puzzle_783_tl,puzzle_783_tr,puzzle_783_bl,hexagon,red
puzzle_784_tl,puzzle_784_tr,puzzle_784_bl,triangle,yellow
puzzle_785_tl,puzzle_785_tr,puzzle_785_bl,pentagon,green
puzzle_786_tl,puzzle_786_tr,puzzle_786_bl,kite,blue
puzzle_787_tl,puzzle_787_tr,puzzle_787_bl,pentagon,red
puzzle_788_tl,puzzle_788_tr,puzzle_788_bl,kite,yellow
puzzle_789_tl,puzzle_789_tr,puzzle_789_bl,pentagon,blue
puzzle_790_tl,puzzle_790_tr,puzzle_790_bl,circle,red
puzzle_791_tl,puzzle_791_tr,puzzle_791_bl,rhombus,red
puzzle_792_tl,puzzle_792_tr,puzzle_792_bl,square,blue
puzzle_793_tl,puzzle_793_tr,puzzle_793_bl,pentagon,blue
puzzle_794_tl,puzzle_794_tr,puzzle_794_bl,trapeze,green
puzzle_795_tl,puzzle_795_tr,puzzle_795_bl,rhombus,yellow
puzzle_796_tl,puzzle_796_tr,puzzle_796_bl,kite,blue
puzzle_797_tl,puzzle_797_tr,puzzle_797_bl,kite,yellow
puzzle_798_tl,puzzle_798_tr,puzzle_798_bl,triangle,blue
puzzle_799_tl,puzzle_799_tr,puzzle_799_bl,triangle,yellow
